Date	Type	Raion	Location	Name	Question	TypeQuestion	Answer
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Total number of registered/unic users of each gender (male)	numeric	34
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	0-16 years	numeric	30
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	17-30 year	numeric	20
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	31-57 year	numeric	14
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	58 - ... year	numeric	6
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Total number of physical visits during this month 	numeric	985
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Does your library have a web page either on your own site or on social media?	dropdown	Yes
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	If answered yes to previous question, indicate number of visits.	numeric	97
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Number of unique individuals using Novateca workstations 	numeric	690
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Number of unique individuals using  non-Novateca workstations 	numeric	200
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Total number of loans of library materials 	numeric	1210
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Total number of event visitors/persons	numeric	100
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	New services and activities, including on computers  	textaria	"""Calculatorul şi Net-ul nu are vîrstă"""
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	How many people work in the library? Please include all staff members (librarians & support).	numeric	1
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Did you library receive any technology donations (e.g. hardware, software)? Do not include Novateca.	dropdown	Nu
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Did your library have any volunteers that help with your work?	dropdown	Yes
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Did you library receive any capital donations (e.g., buildings, infrastructure)?	dropdown	No
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Total number of consultations in June	numeric	85
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Communication	numeric	28
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Education	numeric	15
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Culture and Leisure	numeric	15
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Electronic Governance	numeric	1
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Health	numeric	6
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Economic Development	numeric	1
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Digital Inclusion	numeric	19
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Other consultations	textaria	
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Topic/title of each training 	text	""" Calculatorul şi Net-ul nu are vîrstă"""
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Date of training, start	datepiker	2014-02-23
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Date of training end	datepiker	2014-02-23
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	The total hours per training	numeric	4
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Number of trained persons	numeric	8
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	The group of the participants	text	persoane adulte
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Partners, contributions	textaria	
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Topic/title of training	text	
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Date of training, start	datepiker	
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Date of training end	datepiker	
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Total number of hours per training, duration in hours	numeric	
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Number of trained persons	numeric	
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Target group of participants	text	
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Partners, contributions	textaria	
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Topic/title of training	text	
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Date of training, start	datepiker	
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Date of training end	datepiker	
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Total number of hours per training, duration in hours	numeric	
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Number of trained persons	numeric	
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Target group of participants	text	
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Partners, contributions	textaria	
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Success stories (max. 1000 symbols)	textaria	""" Calculatorul şi Net-ul nu are vîrstă"""
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Upload photos	file	IMG2587.jpg
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Upload other documents	file	Calculatorulinetistoriedesucces.docx
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Success stories	textaria	
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Upload photos	file	
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Upload other documents	file	
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Success stories	textaria	
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Upload photos	file	
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Upload other documents	file	
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Add a question	textaria	Nu
2014-02-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Add a feedback	textaria	A fost o lună plină  cu activităţi.
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Number of all new unique users to library 	numeric	47
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Total number of registered/unique users of each gender (female) 	numeric	25
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Total number of registered/unic users of each gender (male)	numeric	22
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	0-16 years	numeric	20
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	17-30 year	numeric	18
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	31-57 year	numeric	9
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	58 - ... year	numeric	0
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Total number of physical visits during this month 	numeric	1025
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Does your library have a web page either on your own site or on social media?	dropdown	Yes
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	If answered yes to previous question, indicate number of visits.	numeric	200
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Number of unique individuals using Novateca workstations 	numeric	710
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Number of unique individuals using  non-Novateca workstations 	numeric	205
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Total number of loans of library materials 	numeric	1760
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Total number of event visitors/persons	numeric	126
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	New services and activities, including on computers  	textaria	
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	How many people work in the library? Please include all staff members (librarians & support).	numeric	1
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Did you library receive any technology donations (e.g. hardware, software)? Do not include Novateca.	dropdown	Nu
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Did your library have any volunteers that help with your work?	dropdown	Yes
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Did you library receive any capital donations (e.g., buildings, infrastructure)?	dropdown	No
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Total number of consultations	numeric	136
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Communication	numeric	22
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Education	numeric	28
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Culture and Leisure	numeric	25
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Electronic Governance	numeric	1
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Health	numeric	24
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Economic Development	numeric	5
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Digital Inclusion	numeric	31
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Other consultations	textaria	
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Topic/title of each training 	text	
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Date of training, start	datepiker	
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Date of training end	datepiker	
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	The total hours per training	numeric	
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Number of trained persons	numeric	
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	The group of the participants	text	
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Partners, contributions	textaria	
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Topic/title of training	text	
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Date of training, start	datepiker	
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Date of training end	datepiker	
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Total number of hours per training, duration in hours	numeric	
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Number of trained persons	numeric	
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Target group of participants	text	
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Partners, contributions	textaria	
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Topic/title of training	text	
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Date of training, start	datepiker	
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Date of training end	datepiker	
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Total number of hours per training, duration in hours	numeric	
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Number of trained persons	numeric	
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Target group of participants	text	
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Partners, contributions	textaria	
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Success stories (max. 1000 symbols)	textaria	O FLOARE DIN SUFLET PENTRU DOAMNELE ÎN ETATE
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Upload photos	file	IMG2684.jpg;IMG2674.jpg;IMG2687.jpg
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Upload other documents	file	Istoriedesuccesmartie.docx
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Success stories	textaria	
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Upload photos	file	
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Upload other documents	file	
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Success stories	textaria	
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Upload photos	file	
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Upload other documents	file	
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Add a question	textaria	
2014-03-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Add a feedback	textaria	
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Number of all new unique users to library 	numeric	48
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Total number of registered/unique users of each gender (female) 	numeric	28
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Total number of registered/unic users of each gender (male)	numeric	20
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	0-16 years	numeric	19
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	17-30 year	numeric	16
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	31-57 year	numeric	11
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	58 - ... year	numeric	2
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Total number of physical visits during this month 	numeric	1050
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Does your library have a web page either on your own site or on social media?	dropdown	Yes
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	If answered yes to previous question, indicate number of visits.	numeric	143
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Number of unique individuals using Novateca workstations 	numeric	810
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Number of unique individuals using  non-Novateca workstations 	numeric	240
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Total number of loans of library materials 	numeric	1794
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Total number of event visitors/persons	numeric	147
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	New services and activities, including on computers  	textaria	
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	How many people work in the library? Please include all staff members (librarians & support).	numeric	1
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Did you library receive any technology donations (e.g. hardware, software)? Do not include Novateca.	dropdown	Nu
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Did your library have any volunteers that help with your work?	dropdown	Yes
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Did you library receive any capital donations (e.g., buildings, infrastructure)?	dropdown	No
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Total number of consultations in June	numeric	148
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Communication	numeric	30
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Education	numeric	26
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Culture and Leisure	numeric	20
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Electronic Governance	numeric	5
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Health	numeric	23
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Economic Development	numeric	4
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Digital Inclusion	numeric	40
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Other consultations	textaria	
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Topic/title of each training 	text	""" Internetul în căutarea recetelor naturiste"""
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Date of training, start	datepiker	2014-04-10
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Date of training end	datepiker	2014-04-10
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	The total hours per training	numeric	4
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Number of trained persons	numeric	8
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	The group of the participants	text	casnice
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Partners, contributions	textaria	Voluntari
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Topic/title of training	text	
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Date of training, start	datepiker	
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Date of training end	datepiker	
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Total number of hours per training, duration in hours	numeric	
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Number of trained persons	numeric	
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Target group of participants	text	
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Partners, contributions	textaria	
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Topic/title of training	text	
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Date of training, start	datepiker	
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Date of training end	datepiker	
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Total number of hours per training, duration in hours	numeric	
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Number of trained persons	numeric	
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Target group of participants	text	
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Partners, contributions	textaria	
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Success stories (max. 1000 symbols)	textaria	Bogdan Istru-Reîntoarcere la baştină\n\nViaţa şi activitatea poetului şi prozatorului Bogdan Istru constituie o parte componentă şi inseparabilă a istoriei, culturii şi literaturii din Basarabia.\nAr fi o greşeală , dacă astăzi  l-am lăsa pe acest poet, scriitor, om de cultură, în conul de umbră al istoriei.\nÎn aprilie 2014 s-au împlinit 100 de ani de la naşterea băştinaşului nostru Bogdan Istru.\n145 de elevi,profesori, consăteni din comunitate au participat la Conferinţa ştiinţifică „ Bogdan Istru, un univers încă nevalorificat”.\nLa conferinţă ne-au onorat cu prezenţa persoane notorii ca: Ion Ciocanu, dr. habilitat în filologie, Tudor Ţopa, junalist, Teo- Teodor Marşalovshi, prof. universitar Bălţi, Nadejda Pruteanu, prof . de l. rom., s. Bravicea, r. Călăraşi.\nLa conferinţă au participat şi consătenii Alexandru Roman, doctor habilitat în istorie, Anton Moraru, doc. hab. în istorie, Silvia Strătilă, prof. de l. rom.\nNe-au onorat cu prezenţa şi conducerea de vîrf al raionului Teleneşti ca: Valerian Bejan, vicepreşedintele  raionului, Maria Furdui, directoarea Bibliotecii Publice „ V. Alecsandrii” Teleneşti, Pavel Casian şef. Secţie cultură.\nOaspeţi de onoare au fost Galina Starîş, nepoata scriitorului şi Cristina Decusar strănepoata lui Bogdan Istru care au povestit cu drag despre scriitor.\nCu regret în prezent în programa şcolară nu se studiază acest scriitor şi este de datoria noastră să aducem la cunoştinţa băstinaşilor personalităţile  noastre.\nPublicul a fost delectat cu un recital de poezie adus în scenă de actorul Sandu Arsitin Cupcea din creaţia scriitorului Bogdan Istru.\nParteneri ai acestei activităţi au fost primăria, consiliul local, biblioteca, scoala, voluntari etc.\nLa iniţiativa bibliotecarului şi cu acceptul consiliului local Biblioteca publică din Pistruieni va purta numele scriitorului Bogdan Istru.\nCasa părintească a scriitorului va fi transformată în muzeu.\nD-nul Anton Moraru a făcut prezentarea cărţii sale „ Pagini din viaţa scriitorului Bogdan Istru”.\nAceastă activitate a avut un impact pozitiv asupra comunităţii, aflînd cit mai multe informaţii despre băştinaşul nostru.\nIn rezultat biblioteca a fost mai solicitată pentru informaţii şi utilizate calculatoarele de toate categoriile de bineficiari .\n\nAutor: Aurica Morari, biblioteca publică Pistruieni
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Upload photos	file	pozelaistoriadesuccesaprilie.docx
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Upload other documents	file	
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Success stories	textaria	
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Upload photos	file	
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Upload other documents	file	
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Success stories	textaria	
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Upload photos	file	
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Upload other documents	file	
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Add a question	textaria	
2014-04-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Add a feedback	textaria	
2014-05-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Number of all new unique users to library 	numeric	46
2014-05-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Total number of registered/unique users of each gender (female) 	numeric	24
2014-05-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Total number of registered/unic users of each gender (male)	numeric	22
2014-05-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	0-16 years	numeric	18
2014-05-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	17-30 year	numeric	15
2014-05-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	31-57 year	numeric	11
2014-05-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	58 - ... year	numeric	2
2014-05-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Total number of physical visits during this month 	numeric	1029
2014-05-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Does your library have a web page either on your own site or on social media?	dropdown	Yes
2014-05-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	If answered yes to previous question, indicate number of visits.	numeric	138
2014-05-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Number of unique individuals using Novateca workstations 	numeric	798
2014-05-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Number of unique individuals using  non-Novateca workstations 	numeric	231
2014-05-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Total number of loans of library materials 	numeric	1712
2014-05-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Total number of event visitors/persons	numeric	117
2014-05-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	New services and activities, including on computers  	textaria	
2014-05-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	How many people work in the library? Please include all staff members (librarians & support).	numeric	1
2014-05-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Did you library receive any technology donations (e.g. hardware, software)? Do not include Novateca.	dropdown	Nu
2014-05-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Did your library have any volunteers that help with your work?	dropdown	Yes
2014-05-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Did you library receive any capital donations (e.g., buildings, infrastructure)?	dropdown	No
2014-05-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Total number of consultations in June	numeric	151
2014-05-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Communication	numeric	31
2014-05-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Education	numeric	20
2014-05-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Culture and Leisure	numeric	32
2014-05-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Electronic Governance	numeric	2
2014-05-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Health	numeric	25
2014-05-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Economic Development	numeric	5
2014-05-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Digital Inclusion	numeric	36
2014-05-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Other consultations	textaria	
2014-05-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Topic/title of each training 	text	""" Jocurile la calculator"""
2014-05-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Date of training, start	datepiker	2014-05-18
2014-05-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Date of training end	datepiker	2014-05-18
2014-05-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	The total hours per training	numeric	4
2014-05-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Number of trained persons	numeric	10
2014-05-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	The group of the participants	text	elevi
2014-05-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Partners, contributions	textaria	voluntari
2014-05-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Topic/title of training	text	
2014-05-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Date of training, start	datepiker	
2014-05-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Date of training end	datepiker	
2014-05-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Total number of hours per training, duration in hours	numeric	
2014-05-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Number of trained persons	numeric	
2014-05-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Target group of participants	text	
2014-05-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Partners, contributions	textaria	
2014-05-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Topic/title of training	text	
2014-05-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Date of training, start	datepiker	
2014-05-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Date of training end	datepiker	
2014-05-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Total number of hours per training, duration in hours	numeric	
2014-05-01	rural	Telenesti	Pistruieni	Biblioteca  Publica Pistruieni	Number of trained persons	numeric	
